idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
1,2019/12/3 10:19:15,122秒,样本服务,,5,3,4,2,3,3,3,4,4,3,3,3,4,3,2,2,2,2,2,2,2,2,58,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,18,21,11,8
2,2019/12/3 10:21:11,116秒,样本服务,,1,3,4,3,3,2,4,3,4,2,4,2,3,1,2,2,1,2,4,3,2,3,57,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,19,18,8,12
3,2019/12/3 10:22:16,166秒,样本服务,,2,2,3,2,2,2,3,4,4,3,3,2,4,3,2,2,1,1,1,2,2,2,50,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,14,20,9,7
4,2019/12/3 10:22:38,133秒,样本服务,,4,3,3,4,3,4,3,3,3,4,3,4,3,4,3,3,3,3,4,3,3,3,69,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,20,20,16,13
5,2019/12/3 10:23:15,117秒,样本服务,,3,1,3,3,3,2,3,4,3,4,4,3,4,4,3,3,2,3,2,3,4,3,64,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,15,22,15,12
6,2019/12/3 10:26:51,134秒,样本服务,,4,3,4,2,3,2,3,4,3,4,2,1,2,3,4,3,1,1,2,3,4,3,57,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,17,16,12,12
7,2019/12/3 10:27:30,122秒,样本服务,,4,3,3,1,1,1,2,3,4,3,4,2,2,1,1,1,1,1,2,2,1,1,40,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,11,18,5,6
8,2019/12/3 10:28:40,131秒,样本服务,,5,1,4,4,3,3,4,4,4,4,3,3,4,1,2,1,1,1,3,4,4,1,59,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,19,22,6,12
9,2019/12/3 10:29:14,160秒,样本服务,,2,1,3,1,2,2,3,3,3,3,4,3,3,4,3,3,2,2,1,3,4,2,55,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,12,19,14,10
10,2019/12/3 10:31:24,420秒,样本服务,,2,2,3,3,1,3,2,4,3,4,4,2,3,3,4,3,2,2,1,1,2,1,53,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,14,20,14,5
11,2019/12/3 14:55:40,127秒,样本服务,,3,1,3,2,2,2,3,3,3,4,3,4,3,4,1,2,2,3,1,2,2,2,52,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,13,20,12,7
12,2019/12/3 14:57:34,117秒,样本服务,,1,1,2,2,1,1,1,1,2,2,4,2,2,2,1,1,1,1,1,1,2,1,32,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,8,13,6,5
13,2019/12/3 14:57:48,131秒,样本服务,,3,1,3,2,1,1,2,3,4,4,3,3,4,2,2,3,1,1,2,3,2,2,49,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,10,21,9,9
14,2019/12/3 14:58:46,126秒,样本服务,,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,1,1,2,3,2,2,37,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,10,10,8,9
15,2019/12/3 14:58:57,138秒,样本服务,,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,4,2,3,3,4,4,3,74,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,23,22,15,14
16,2019/12/3 14:59:37,117秒,样本服务,,5,1,4,2,1,1,3,4,3,2,3,2,4,1,2,3,1,2,3,1,2,2,47,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,12,18,9,8
17,2019/12/3 14:59:51,130秒,样本服务,,4,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,3,3,4,75,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,21,21,19,14
18,2019/12/3 15:00:39,118秒,样本服务,,1,4,3,2,3,4,3,2,3,4,1,2,3,4,3,2,1,2,3,4,3,2,58,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,19,15,12,12
19,2019/12/3 15:01:11,149秒,样本服务,,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,1,1,3,3,2,3,48,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,15,14,8,11
20,2019/12/3 15:01:12,275秒,样本服务,,5,1,3,2,1,1,3,4,4,3,4,2,3,1,2,3,1,2,2,3,3,2,50,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,11,20,9,10
21,2019/12/3 15:01:44,308秒,样本服务,,1,4,3,3,4,4,3,4,4,4,4,3,3,4,3,3,3,4,3,4,3,3,73,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,21,22,17,13
22,2019/12/3 15:02:10,117秒,样本服务,,5,1,3,1,1,1,2,3,3,3,4,2,3,2,2,1,2,1,1,2,2,1,41,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,9,18,8,6
23,2019/12/3 15:02:41,181秒,样本服务,,4,2,1,2,3,2,3,3,4,3,4,3,4,3,4,3,2,3,2,3,4,2,60,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,21,15,11
24,2019/12/3 15:02:50,204秒,样本服务,,5,1,4,2,1,2,4,4,4,3,2,2,4,1,2,1,1,2,1,1,2,1,45,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,14,19,7,5
25,2019/12/3 15:02:55,129秒,样本服务,,4,3,4,3,4,3,2,3,4,3,4,3,4,3,4,3,4,3,2,3,4,3,69,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,19,21,17,12
26,2019/12/3 15:03:09,145秒,样本服务,,1,4,3,2,2,1,3,3,4,3,4,3,3,3,4,3,2,1,2,2,2,3,57,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,15,20,13,9
27,2019/12/3 15:03:39,281秒,样本服务,,3,2,3,2,2,2,3,3,3,4,4,4,3,3,3,4,3,3,2,3,3,4,63,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,14,21,16,12
28,2019/12/3 15:04:47,117秒,样本服务,,2,3,4,3,3,4,4,3,4,2,4,3,4,3,4,3,1,3,3,3,4,4,69,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,21,20,14,14
29,2019/12/3 15:05:39,355秒,样本服务,,2,2,3,2,2,2,3,3,4,3,3,4,4,3,4,3,2,2,2,3,3,2,59,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,14,21,14,10
30,2019/12/3 15:05:41,230秒,样本服务,,3,3,4,2,3,4,3,2,4,3,2,4,3,4,4,2,3,4,4,3,2,4,67,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,19,18,17,13
31,2019/12/3 15:10:54,380秒,样本服务,,2,2,2,3,2,3,4,3,3,4,4,4,3,3,2,3,1,2,3,3,2,1,57,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,16,21,11,9
32,2019/12/3 15:30:32,129秒,样本服务,,4,2,4,2,2,3,3,4,4,3,3,4,4,3,2,3,2,2,1,3,3,2,59,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,16,22,12,9
33,2019/12/3 17:44:10,135秒,样本服务,,3,3,3,2,3,2,3,4,4,3,3,4,4,3,2,2,1,2,2,3,4,3,60,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,16,22,10,12
34,2019/12/3 17:45:12,134秒,样本服务,,3,1,3,2,3,3,3,3,4,4,4,2,1,3,1,1,2,2,3,3,1,3,52,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,15,18,9,10
35,2019/12/3 17:45:20,140秒,样本服务,,2,1,3,4,2,4,4,3,2,4,4,3,2,4,3,4,1,3,4,3,1,4,63,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,18,18,15,12
36,2019/12/3 17:45:25,145秒,样本服务,,1,2,4,1,4,2,3,2,4,2,4,1,4,2,3,1,3,2,3,1,3,4,55,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,16,17,11,11
37,2019/12/3 17:46:07,193秒,样本服务,,5,1,3,2,3,2,4,3,3,3,4,3,3,2,2,3,2,2,3,3,2,1,54,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,15,19,11,9
38,2019/12/3 17:46:36,159秒,样本服务,,1,1,1,3,4,4,3,4,4,3,4,3,4,3,3,4,1,2,3,2,2,2,60,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,16,22,13,9
39,2019/12/3 17:46:55,179秒,样本服务,,3,1,3,2,1,2,3,3,3,2,3,4,3,2,2,2,1,2,1,2,1,2,45,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,12,18,9,6
40,2019/12/3 17:47:13,135秒,样本服务,,5,3,4,3,3,4,3,4,4,4,4,2,3,1,1,2,1,1,1,2,2,2,54,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,20,21,6,7
41,2019/12/3 17:48:15,118秒,样本服务,,5,4,3,2,1,2,3,4,4,4,3,3,3,2,3,4,3,1,2,1,2,2,56,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,15,21,13,7
42,2019/12/3 17:49:50,286秒,样本服务,,4,1,3,3,2,2,4,3,4,3,4,3,4,2,2,2,1,1,3,2,2,3,54,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,15,21,8,10
43,2019/12/3 17:50:09,122秒,样本服务,,1,3,3,1,3,2,4,3,2,2,4,2,3,3,2,2,1,3,1,3,2,2,51,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,16,16,11,8
44,2019/12/3 17:50:11,121秒,样本服务,,4,1,2,1,2,1,2,1,2,1,3,2,1,2,1,2,1,2,1,2,1,2,33,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,9,10,8,6
45,2019/12/3 17:51:12,119秒,样本服务,,2,3,2,2,3,2,4,3,4,4,3,4,2,2,3,4,3,2,3,3,2,3,61,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,16,20,14,11
46,2019/12/3 17:51:18,131秒,样本服务,,2,1,3,2,1,1,3,3,4,3,2,4,3,3,4,4,3,4,2,4,3,3,60,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,11,19,18,12
47,2019/12/3 17:53:26,243秒,样本服务,,5,3,4,3,2,3,4,4,4,3,4,3,4,2,3,3,2,2,2,2,2,3,62,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,19,22,12,9
49,2019/12/3 17:58:13,161秒,样本服务,,3,1,2,1,1,2,3,4,2,2,4,3,3,1,1,3,1,2,1,3,2,3,45,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,10,18,8,9
50,2019/12/3 17:59:22,117秒,样本服务,,3,1,1,3,2,4,4,3,3,4,3,4,4,3,3,4,2,3,2,1,2,1,57,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,15,21,15,6
51,2019/12/3 17:59:26,119秒,样本服务,,4,1,4,2,2,1,3,4,4,3,4,4,4,3,2,2,1,2,1,1,2,2,52,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,23,10,6
52,2019/12/3 17:59:33,117秒,样本服务,,4,2,4,2,2,1,2,4,3,3,4,3,3,2,3,3,1,1,1,2,2,2,50,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,20,10,7
53,2019/12/3 18:01:27,117秒,样本服务,,2,1,2,1,1,1,2,1,2,2,3,2,2,1,1,2,1,1,2,2,1,2,33,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,8,12,6,7
54,2019/12/3 18:01:40,130秒,样本服务,,1,3,3,2,2,2,3,4,3,4,4,3,4,3,3,4,1,4,1,1,1,1,56,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,15,22,15,4
55,2019/12/3 18:01:52,193秒,样本服务,,5,1,4,3,1,2,4,3,4,3,2,4,3,2,1,1,2,3,1,1,2,1,48,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,15,19,9,5
56,2019/12/3 18:01:54,200秒,样本服务,,1,3,4,2,3,3,4,4,4,3,3,2,4,3,2,2,1,1,2,3,1,4,58,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,19,20,9,10
57,2019/12/3 18:02:05,151秒,样本服务,,3,1,2,1,1,1,3,3,3,3,4,3,3,2,2,2,1,1,2,3,1,1,43,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,9,19,8,7
58,2019/12/3 18:02:20,156秒,样本服务,,4,1,3,1,1,1,3,4,4,4,4,3,3,3,4,4,1,2,4,4,3,1,58,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,10,22,14,12
59,2019/12/3 18:02:32,118秒,样本服务,,5,1,4,3,1,2,4,3,3,4,3,4,3,4,3,4,2,2,3,3,4,1,61,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,15,20,15,11
60,2019/12/3 18:02:39,184秒,样本服务,,5,1,4,2,1,2,3,3,4,3,3,4,3,4,3,3,2,2,1,3,2,2,55,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,13,20,14,8
61,2019/12/3 18:03:29,117秒,样本服务,,4,3,3,2,3,3,2,4,4,3,4,3,3,3,3,4,2,2,2,3,3,3,62,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,16,21,14,11
