idx,submittime,costtime,source,detail,text_id,M1-1,M1-2,M1-3,M1-4,M1-5,M1-6,M2-1,M2-2,M2-3,M2-4,M2-5,M2-6,M3-1,M3-2,M3-3,M3-4,M3-5,M4-1,M4-2,M4-3,M4-4,total_score,text,label,emotion,M1,M2,M3,M4
156,2019/12/4 10:20:18,128秒,样本服务,,4,1,3,3,1,2,3,3,4,4,4,3,3,2,2,3,3,4,2,2,2,2,56,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,21,14,8
157,2019/12/4 10:20:28,142秒,样本服务,,3,1,4,2,1,1,3,3,3,4,4,4,3,3,2,2,2,3,1,3,2,1,52,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,12,21,12,7
158,2019/12/4 10:20:29,140秒,样本服务,,1,2,2,1,2,1,3,2,2,1,4,2,2,1,1,1,1,2,1,2,2,1,36,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,11,13,6,6
159,2019/12/4 11:24:39,115秒,样本服务,,5,2,1,2,1,2,1,1,2,1,3,1,1,2,1,2,1,1,2,1,2,1,31,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,9,9,7,6
160,2019/12/4 11:31:44,182秒,样本服务,,3,1,3,2,2,2,1,2,2,4,4,2,3,3,2,3,4,2,1,2,2,1,48,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,11,17,14,6
161,2019/12/4 11:32:39,119秒,样本服务,,3,1,3,3,2,3,3,4,2,4,2,3,2,4,3,2,4,3,2,3,4,2,59,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,15,17,16,11
162,2019/12/4 11:33:56,131秒,样本服务,,1,3,3,3,2,2,3,3,2,3,4,2,3,2,2,3,2,1,2,3,3,2,53,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,16,17,10,10
163,2019/12/4 11:33:57,124秒,样本服务,,2,2,3,2,2,2,3,3,1,3,4,3,2,3,4,4,2,2,3,3,4,3,58,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,14,16,15,13
164,2019/12/4 11:34:23,132秒,样本服务,,3,1,1,2,1,1,4,3,2,4,4,3,4,2,2,1,3,4,2,1,3,2,50,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,10,20,12,8
165,2019/12/4 11:35:15,156秒,样本服务,,4,1,3,2,4,2,3,4,3,4,3,2,4,3,4,2,2,4,1,4,3,1,59,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,15,20,15,9
166,2019/12/4 11:35:52,117秒,样本服务,,2,3,3,2,4,4,3,2,2,4,3,3,4,2,2,4,4,2,4,2,3,3,63,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,19,18,14,12
167,2019/12/4 11:36:16,151秒,样本服务,,3,1,3,4,2,3,2,4,3,4,2,1,3,2,4,3,2,1,2,3,1,3,53,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,15,17,12,9
168,2019/12/4 11:36:38,203秒,样本服务,,5,1,3,2,2,2,3,3,4,3,4,3,4,2,2,2,1,2,1,2,2,2,50,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,13,21,9,7
169,2019/12/4 11:37:10,134秒,样本服务,,4,1,2,1,2,1,2,2,3,3,4,3,3,3,3,3,1,1,2,2,1,1,44,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,9,18,11,6
170,2019/12/4 11:38:06,130秒,样本服务,,4,1,3,3,2,2,2,4,4,3,4,3,3,3,2,2,1,1,2,2,1,1,49,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,21,9,6
171,2019/12/4 11:38:41,217秒,样本服务,,1,2,3,2,3,3,3,3,4,3,3,2,4,2,1,2,1,1,1,2,2,3,50,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,16,19,7,8
172,2019/12/4 11:42:10,121秒,样本服务,,1,1,3,2,3,2,3,4,2,3,1,4,2,2,3,4,2,3,3,2,4,4,57,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,14,16,14,13
173,2019/12/4 11:43:54,346秒,样本服务,,2,2,3,2,1,2,1,3,2,1,1,3,2,1,3,3,1,1,2,2,3,2,41,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,11,12,9,9
174,2019/12/4 11:46:29,131秒,样本服务,,5,1,4,3,3,4,3,4,4,3,3,3,4,3,3,3,2,2,2,2,1,2,59,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,18,21,13,7
175,2019/12/4 11:47:30,757秒,样本服务,,5,1,3,2,1,1,3,3,3,2,4,3,3,1,1,1,1,3,1,2,2,2,43,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,11,18,7,7
176,2019/12/4 11:48:08,153秒,样本服务,,2,2,1,2,1,2,1,3,2,1,3,1,2,1,2,3,1,2,3,2,2,3,40,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,9,12,9,10
177,2019/12/4 11:48:20,170秒,样本服务,,5,2,4,3,2,1,3,4,4,4,3,2,4,3,3,3,2,3,2,2,2,2,58,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,15,21,14,8
178,2019/12/4 11:49:30,117秒,样本服务,,5,1,4,2,3,3,4,3,4,4,3,3,4,4,2,2,2,2,1,2,1,1,55,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,17,21,12,5
179,2019/12/4 11:51:16,131秒,样本服务,,5,3,3,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,4,73,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,20,22,17,14
180,2019/12/4 11:51:18,160秒,样本服务,,4,3,4,3,2,1,2,4,3,2,4,2,3,1,1,2,1,3,1,2,1,1,46,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,15,18,8,5
181,2019/12/4 11:51:19,223秒,样本服务,,3,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3,2,3,2,3,54,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,15,16,13,10
182,2019/12/4 11:51:42,122秒,样本服务,,1,2,2,2,1,2,1,2,2,2,4,1,2,2,2,2,1,2,1,2,2,1,38,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,10,13,9,6
183,2019/12/4 11:51:48,118秒,样本服务,,2,1,2,1,2,1,2,1,2,1,4,2,1,1,2,1,2,1,2,1,2,2,34,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,9,11,7,7
184,2019/12/4 11:52:10,319秒,样本服务,,5,2,4,1,1,2,4,3,4,3,4,2,4,1,1,3,1,1,2,2,1,1,47,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,14,20,7,6
185,2019/12/4 11:53:04,129秒,样本服务,,1,1,4,3,3,4,3,4,3,3,4,3,4,3,3,4,3,4,3,4,3,2,68,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,18,21,17,12
186,2019/12/4 11:57:05,117秒,样本服务,,3,1,1,2,2,1,3,2,4,3,4,4,2,3,3,4,1,2,3,3,2,1,51,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,10,19,13,9
187,2019/12/4 11:59:29,129秒,样本服务,,4,2,4,1,2,1,3,3,4,4,3,2,3,4,1,2,1,2,1,2,3,1,49,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,19,10,7
188,2019/12/4 12:02:17,169秒,样本服务,,3,1,3,3,3,3,3,4,3,4,4,3,2,3,3,3,1,2,3,3,4,2,60,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,16,20,12,12
189,2019/12/4 12:02:21,173秒,样本服务,,1,3,2,1,2,3,3,3,4,2,4,3,2,3,1,4,2,3,2,3,3,3,56,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,14,18,13,11
190,2019/12/4 12:03:25,172秒,样本服务,,2,2,3,2,2,1,1,2,1,2,4,1,1,1,2,2,2,1,1,2,1,1,35,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,11,11,8,5
191,2019/12/4 12:05:15,404秒,样本服务,,4,3,4,2,3,2,3,3,4,3,4,4,3,3,2,4,1,2,2,3,4,2,61,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,17,21,12,11
192,2019/12/4 12:05:55,128秒,样本服务,,4,1,3,2,1,2,3,4,3,3,4,4,3,2,1,2,2,3,1,1,1,1,47,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,12,21,10,4
193,2019/12/4 12:07:00,128秒,样本服务,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,6,6,5,4
194,2019/12/4 12:07:12,260秒,样本服务,,4,3,3,4,4,2,3,3,4,4,3,2,3,3,2,2,1,1,1,2,2,1,53,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,19,19,9,6
195,2019/12/4 12:07:49,155秒,样本服务,,4,2,3,1,2,2,3,3,4,3,2,4,3,3,4,3,2,3,1,3,2,2,55,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,13,19,15,8
196,2019/12/4 12:09:16,187秒,样本服务,,3,1,3,2,2,2,3,2,3,3,4,4,3,2,2,2,2,3,3,3,2,1,52,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,13,19,11,9
197,2019/12/4 12:12:29,133秒,样本服务,,3,2,3,2,2,1,1,2,3,4,4,3,3,2,3,3,2,2,3,4,3,4,56,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,11,19,12,14
198,2019/12/4 12:15:26,180秒,样本服务,,1,3,3,4,3,3,4,4,3,3,4,3,4,3,3,4,4,3,3,3,4,3,71,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,20,21,17,13
199,2019/12/4 12:16:14,117秒,样本服务,,2,3,4,3,2,3,3,4,3,4,2,3,4,3,4,3,4,4,3,4,3,4,70,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,18,20,18,14
200,2019/12/4 12:16:37,133秒,样本服务,,1,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,72,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,20,21,17,14
201,2019/12/4 12:16:40,137秒,样本服务,,3,2,3,2,2,1,4,3,4,3,4,4,3,2,4,2,1,2,1,3,2,2,54,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,14,21,11,8
202,2019/12/4 12:17:43,140秒,样本服务,,1,3,4,3,1,1,2,3,3,2,4,3,2,1,3,2,2,2,1,2,2,1,47,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,14,17,10,6
203,2019/12/4 12:18:19,123秒,样本服务,,3,1,2,2,1,1,2,2,1,2,4,2,1,2,2,1,2,2,2,1,2,1,36,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,9,12,9,6
204,2019/12/4 12:18:51,144秒,样本服务,,2,2,3,1,1,4,1,2,3,3,4,4,4,3,2,3,1,1,2,3,1,4,52,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,12,20,10,10
205,2019/12/4 12:19:40,120秒,样本服务,,3,1,2,1,1,1,2,1,3,3,4,3,2,1,1,2,1,1,1,1,1,1,34,【可恶！骆驼被砍四肢当街行乞】骆驼一般只在动物园才能见到，但近日，人们却在福州街头见到一只乞讨的骆驼。骆驼身旁有两位衣衫褴褛的人跪在地上磕头乞讨。民警发现，骆驼的四肢均有不同程度的损伤，四肢均无蹄子，据伤口观测有很大可能是人为造成。警方已协调相关部门处理,HLF,anger,8,16,6,4
206,2019/12/4 12:19:42,118秒,样本服务,,2,4,4,3,3,2,3,3,4,4,3,4,4,3,3,4,3,2,2,2,4,4,68,"看，安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊。再看！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,27年纽崔莱,为美国人赚了27年钱。请再看，安利大师超凡创办人王慈官《远离贫穷》的作者，在福州逝世.天天吃安利保健品享年61岁。",HLF,disgust,19,22,15,12
207,2019/12/4 12:21:31,150秒,样本服务,,1,2,3,1,2,2,2,3,3,2,4,3,3,1,1,1,1,2,3,3,1,1,44,紧急通知： 妇幼保健院通知、：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、Q星、美汁源果粒奶优的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！   没娃转转！！！,HLF,fear,12,18,6,8
208,2019/12/4 12:22:01,116秒,样本服务,,5,1,4,3,1,4,3,4,3,4,2,3,4,1,4,2,4,3,1,2,3,1,57,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,16,20,14,7
209,2019/12/4 12:22:07,120秒,样本服务,,5,1,3,3,2,2,2,3,4,3,4,2,3,4,3,2,1,2,1,2,1,1,49,小女孩死于用完没有收好的手机充电器，她将充电器的一端放进嘴里，触电身亡，女孩父母悔恨不已，主动站起来警示大家！请不要让悲剧重复！,HLF,fear,13,19,12,5
210,2019/12/4 12:22:11,118秒,样本服务,,4,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,54,在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记此次埃博拉极可能发展为比SARS更可怕的瘟疫。大家注意卫生，保重！😳,HLF,fear,15,15,12,12
1,2019/12/3 10:19:43,148秒,样本服务,,2,3,2,2,3,3,3,3,4,3,2,2,3,3,3,4,2,3,2,3,4,2,59,#天津塘沽大爆炸#我不确定文字真实 我只知道我很感动 我只知道几批消防队员没有生还 他们奔赴爆炸现场的时候那种无畏 可他们为了人民 真的很伟大  没错我做不了什么 我只能给予他们最真诚的感谢🙏   我只是一个刚刚成年的学生 看法自然稚嫩 我只希望人们可以做好自己该做的事 不要被利益地位冲昏头脑,LHF,joy,16,17,15,11
2,2019/12/3 10:20:10,118秒,样本服务,,1,3,2,1,3,2,3,4,3,3,4,3,2,2,1,2,1,2,3,3,2,2,51,5月12日不要去电影院。请大家一定别进影院，大家一起为贞子票房为零，做努力！ 中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的贞子3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！作为中国人，敢不敢让贞子3D 5月12日票房为零。朋友们，必须转起转起,LHF,anger,14,19,8,10
3,2019/12/3 10:22:22,122秒,样本服务,,5,1,4,2,3,3,4,4,4,3,3,3,3,4,3,3,4,4,2,3,4,3,67,今天下午六点开始，全市高清探头全部启用，副驾驶不系安全带相同处罚，开车时打电话罚款50元，闯黄闪罚款200，越线停车罚款100，今天起晚六点至深夜2点，为期60天的全国交警集中查处酒驾，一经查获，一律拘役六个月，五年内不得考证。请相互转告至有车的本人、朋友及亲属，避免罚款,LHF,anger,17,20,18,12
4,2019/12/3 10:22:59,226秒,样本服务,,3,3,3,3,4,3,3,4,3,2,2,3,4,2,3,4,1,3,2,3,4,3,62,朋友捡到一个准考证，有认识的通知一下：姓名：白娅倩、考点：一中、考场：013、座号：11、准考证号：204101311。联系电话：15935078941。别耽误孩子高考。帮助别人手留余香！谢谢！@开心消消乐 @Happy张江 @上海浦东川沙派出所 @互动川沙,LHF,sadness,19,18,13,12
