歌曲ID,歌单标题,创建者昵称,创建者id,介绍,歌曲数量,播放量,添加到播放列表次数,分享次数,评论数
4945574015,Rap给死渣女和死渣男,Chris小芒果,51366676,介绍：	除了唱给渣男渣女，就是唱得渣男渣女，当然，还有你。	私心歌单，我渣不渣我说了算¿¿¡¡¿¿	,75,456862,4432,59,31
6902503885,姜云升未上架歌曲及语录,祝我们重逢在这个夏天,1875906082,介绍：	该知道的都知道 不知道的慢慢了解	\没有顺序 按先后添加 不喜勿喷 及时下载	,17,6302,183,4,评论
5468321378,今晚陪你一起入睡,舰长_L,569343984,介绍：	持续收录	让夜晚的音乐陪你一起入睡		,36,33770,973,6,2
5386929349,拒绝孤独指南｜情歌说唱陪你的每一天,饼饼今天学习了嘛,1685802164,介绍：	欢迎收听！欢迎收藏！欢迎投稿！不定期更新～	much luv ya～	,116,2274259,1850,21,4
4866240011,Megan Thee Stallion的世界,MeganTheeStallion资讯,1883824074,介绍：	Real hot girl shit		当红黑人女说唱歌手Megan thee stallion		年仅25岁就打进杰出黑人艺术家之一		被称为“A Rap Princess”		黑人女rapper新星		本歌单收录了Megan的一些热单或者较具有代表性的歌曲		,63,43279,719,22,23
6607455740,你是唯一|情歌rap,dazzd,381977701,介绍：	上榜请私信	,16,60516,648,776,评论
6952442013,[Z世代说唱] 在节奏中感受Z世代的嘻哈力量,云音乐官方歌单,1463586082,介绍：	90前的说唱歌手大多早已登入封神殿堂，90后的说唱歌手多数也成为业内代表人，满载00后说唱歌手的东风列车也已经悉数候场，有的说唱歌手潜心学习，时刻准备着展现自己的作品，有的说唱歌手也早已登上评委席...	,30,483616,2902,28,16
6959652046,「CHANMINA」宝藏女孩.炸场子专用,去你的岛-,535718893,介绍：	ちゃんみな	,58,150,11,0,评论
5452961841,那奇沃夫/Wolf Gang/帕特龙/URC BOSS,XXXLilHurt,406907321,介绍：	Wooooooooolf Gan9!	宜 随 机 播 放	,131,37555,320,3,3
6607515234,【说唱】sweet,dazzd,381977701,介绍：	上榜请私信	,16,60473,707,801,评论
6677513319,Free Beat 免费说唱伴奏N o .1【高质量】,LilBoy小男孩,1304644475,介绍：	Trap、Old School、New Age		说唱伴奏freebeat，日常更新		收藏歌单即可获得更新内容		欢迎收藏、点赞、关注、评论…	,828,10759,96,3,1
2377573057,『 鬼卞 』 斯 文 败 类 的 诡 辩 论,缪斯扬,570403862,介绍：	·世人魑魅魍魉亦正亦邪	·有多少狐朋不过一知半解	.	（高中狗更新慢个二三天，封面持续更啊！）	（为保证更顺畅的体验 : 现场、伴奏、实验专辑【夕门】 本歌单未收录）	,76,1294626,25418,169,176
5479436053,Realsh!t - 纯 正 好 货『HipHop说唱 R&B』,Philooooooo_,317319163,介绍：	这里全部都是纯正好货.	大家多多分享给自己的小伙伴哦~	,189,129530,1520,31,8
6708035697,【RAP】Dear God.,M7_Rye,3897820119,介绍：	哥谭市五好居民。	不分类 啥类型也有，	,1231,14329,236,104,1
5384130544,治愈说唱 I 越过黑暗的那道光,一只喵喵喵星人,286427520,介绍：	今天，你又是为何戴上耳机？		才发现，音乐真的是有力量的，治愈的力量。		愿你有好运气，如果没有，愿你在不幸中学会慈悲；愿你被很多人爱，如果没有，愿你在寂寞中学会宽容。		在这，禁止沮丧！		——	华...	,53,1497567,12529,203,70
5474914023,前方高甜！rapper们的情歌收录！[5.20特辑],JossJoy,1605617325,介绍：	今天你“恋爱”了吗	快来让音乐带你走进爱的港湾吧	,48,1646770,24297,2093,37
6694256563,流行|rap鉴赏|关注持续更新,籣秋廿五,328885823,介绍：	这个夏天体验rap极致魅力，每周五持续更新记得收藏关注	制作：籣秋廿五。 收录时间：2121.4.1。 —————————————————感谢各位收听	,40,8839,1862,0,3
6752221322,“你真的甘心错过吗？”,于懿1,1669960899,介绍：	我时常问自己是否真的听懂这些歌，为何总是揪着过去不放手。我真的不甘心.....可又有什么用呢？前方的路漆黑一片，不知道危险躲藏在哪里，只剩我一个人被孤独无限拉扯。		我真的不能想象没有你的未来........	,108,2503998,11745,571,128
=752925229,高质量免费beat,尤它不结巴,498085600,介绍：	免费beat	,1068,1333033,19698,288,47
5323927420,姜云升全网最全歌单.,姜云升好随意,1789782907,介绍：	该知道的都知道了，不知道的慢慢了解	姜云升的歌都有啦，现场和发的歌下架的都有，建议搜索听哦	喜欢的收藏加关注谢谢各位，持续更新	,170,13295,886,5,2
6667650938,旋律说唱 | 沉浸Rapper柔情思绪,3AM-y,1981735139,介绍：	旋律才是心头好，书写独特的着迷		V：sia312086308		y.	,318,8359028,113099,1273,214
7093001092,精选说唱伴奏(适合写歌的BEAT),2022高考黑马,5190718386,介绍：	想要登上高山欲穷千里目	回头看看赶了不止千里路	怎么越走越高越云里雾里	不如问问自己为何全力以赴	也许因为甜头刚入口	也许因为野心像是高度酒	也许因为人总要往高处走	也许最想要的东西不是到处有		这里...	,520,48517,278,22,2
5476385995,小众向┃偷偷私藏的甜甜宝藏歌单✖️,JossJoy,1605617325,介绍：	小众说唱.不一样的感觉	,46,199339,9179,1697,14
2423939332,旋律说唱丨循环系列,Selected音乐,1520920706,介绍：	(接投稿)因为专一 所以专业 让你感受最动听的旋律说唱 持续更新	,743,21096784,186934,4489,532
3169066795,宝藏级嘻哈精选,K-O-R,550006228,介绍：	持续更新，保持态度。	跟上中外说唱潮流。	推荐私信。	,110,443262,697,61,9
6682977329,英說｜拽爆hiphop,小零物语,3247072341,介绍：	cool’☆&℃	,180,12636,167,2,6
2207111018,不火但很好聽系列說唱,GT03-,318195266,介绍：	各種不同風格旋律好聽的說唱沒事戴上耳機多聽聽	,804,1096214,16132,255,372
5235501125,姜云升/ 沙一汀EL/ 夏之禹,kowiiblue,377061498,介绍：	这才刚迈一步人生还有百里	,54,1005302,13333,96,106
5346242149,成都FLEXROOM,CORYLALA,291869981,介绍：	成都FLEXROOM音乐歌单		CDC FOREVER！	欢迎大家来成都 来FLEXROOM	WE FLEXING！		地址:四川省成都市锦江区东大街下东大街段199号1栋3单元3楼1号		,318,186713,2667,93,30
5474173282,本草纲目(说唱),木下种子,1637864015,介绍：	年轻人啊振奋人心吧，燃烧自己的 Rap心。	我就算了，还要好好努力养家糊口，她还等着我去娶呢，不玩儿了，要好好努力了，歌单我会尽力更新的。	,48,56887,475,2,评论
6809504458,『国产说唱』这才是中国rapper,小软溪,1418990258,介绍：	音乐是人类的灵魂，自从有了音乐的创造，人的灵魂就有了一个依靠。在心灵的深处，隐藏着很多鲜为人知的秘密，唯有音乐，才能激起那潭深水的涟漪。	,47,2156070,3865,6,20
7135416634,甜系rap|怦然心动，小鹿乱撞,枫叶子雨,1756325885,介绍：	怦然心动，小鹿乱撞	,57,126544,2167,0,评论
6811139758,说唱入门歌单。emo 情歌 trap/boombap,EMOEmoEmoeMoFITS,3916126461,介绍：	因本人出国 很多歌曲无法收录 现需一名小伙伴来帮我打理歌单….. 有意向的联系	歌单收录各种风格的 偏说唱 私信可加歌	,123,1225323,2665,216,11
6734203819,【维吾尔族说唱】UyGur Rap』,beatport乐,127574927,介绍：	维吾尔族说唱集 继续更新 ·	维吾尔族最火的rap 说唱集	,422,155302,946,11,2
6628748275,高等Rapper4全｜Beat、BGM全收录,HeyareyouoK,253189287,介绍：	第1-第7首：高等4-08期 出现的beat、BGM	第8-第17首：高等4-06-07期 选曲所用的beat、BGM	第18-第28首：高等4-05期出现的beat、BGM	第29-第59首：高等4-03-04期 选曲所用的beat、BGM	第60-第83首：高等4-0...	,108,75300,1225,24,8
7121879005,EMO RAP｜情绪说唱 玫瑰永不凋零,神仙伴侣皆是你,632279917,介绍：	Emo rap又称为Emotional rap		是一种充满悲伤旋律的饶舌		起源于2010年的美国		EMO（情绪硬核或情绪化硬核）最初是从Hardcore Punk中派生出来的一种有着艺术家气派的音乐，但在1990年代末它成为地下摇滚的...	,44,103,6,0,评论
5397701898,DigiGhetto,FlyShay,1305135757,介绍：	中国你一定要知道的一帮音乐人 This future music 	Macovaseas&Thomeboydontkill&MulaSakee&TOYOKI&KIV	Asen艾志恒&SETIJo&Brokeboyshawty And DJ Icytee	,293,29407,551,20,3
6910755857,七夕限定情歌 | 甜蜜暴击 ,安抵,4876073582,介绍：	七夕来的太快了，我还没有想好一个人怎么过呢(O∆O)		emm，我jio得我还小，只过六一不过七夕嘿嘿		不过不重要啦，七夕是给可爱美好的人过的啊		对了差点忘了，祝七夕快乐哦！		♡♥(。´▽`。)♥♡	,101,212090,1442,22,21
6823737900,《少年说唱企划》选手精选作品集,偷偷的叹了口气,1590851653,介绍：	《少年说唱企划》Rapstar是可以培养的		按照节目组的说法，潘玮柏、热狗、李荣浩、周震南不叫导师，而叫BOSS团。BOSS们各司其职：	潘玮柏出道20年，经验丰富，担任A&R市场总监，所谓A&R（artist and reper...	,100,119795,1036,29,20
2695101341,[拒绝瞌睡] 跟着节拍抖腿的嘻哈音乐,原创君,201586,介绍：	抖腿说唱 / 专治各种瞌睡	戴上耳机 我就是这条gai最酷的崽	,30,10153210,79320,545,153
5323077045,Rap BEAT | 适合写歌的说唱伴奏,一片孤叶行舟,1920909079,介绍：	那一点点不完美，就是我们努力的方向	,61,9919,1428,0,评论
5203326718,华语说唱 | 让你无法自拔,圈圈的呆子,430376515,介绍：	不怕流氓有文化，就怕Rapper说情话	动人的情话只对你说	,36,381438,1739,798,评论
6879951740,姜云升你好，那时你不叫这名字,软源甜,1617679404,介绍：	没能在他还是地下八英里讲述故事的时候遇到他 遇到他的时候 他已经是好多人的光	,144,905,15,0,评论
6828091665,1MØ N0T fa11 In LaV,CheNLIn_2000525,294301496,介绍：	We.are.the.same.page	【随缘更新】	,131,7184,402,0,评论
6916623551,七夕约会歌单❤,PH玩家,1703749004,介绍：	Fall with love， without a parachutе.	,44,2283,80,4,1
6697904241,au-is不知名选手,黒羊黑羊,3267990154,介绍：	天上飞专情粉红法拉利在动态里.版权问题加不了歌单	,13,190750,1490,5,19
7081872219,NEW WAVE冷门小众国产说唱（持续更新）,CTKidForGoat_Official,288237988,介绍：	国产小众rapper高质量作品合集，点赞评论加转发（新时代auto tune）	,15,107,5,1,评论
6885030145,欧美说唱「令 人 上 头 的 hip-hop 艺 术」,AlvaroSoler_Official,1585759168,介绍：	歌荒的可以收藏 		良心好歌不容错过 持续更新 欢迎评论		p.s 评论区可以推荐 我会看的 谢谢了哈哈		封面：88rising	,72,433321,6572,110,28
5101056870,节奏燃料 | 即刻启程 逃往韩系Hiphop星球,你要乖喔-,1776663236,介绍：	「收录了以AOMG/1llionaire/Indigo/Fanxy child等南韩音乐厂牌为主的说唱」		AOMG厂牌：成立于2013，全称“ABOVE ORDINARY MUSIC GROUP”，意思是追求不平凡的音乐，音乐风格偏向hiphop和R&B。旗下包含朴宰...	,45,303100,2594,41,24
3119596483,中文说唱丨宝藏系列,Top嘉熙,421419695,介绍：	MADE IN CHINA 中文说唱已崛起	,397,20429882,117046,3294,182
6985571702,唯有一腔诗意浓的歌单,唯有一腔诗意浓,334480710,介绍：	给你们的福利哦，你们听不到的歌我来带你们听	,13,4622,9,0,评论
6813607109,Travis Scott !!!,HC-zagie,1444042361,介绍：	钩子一反 听Travis Scott更带感 推歌v：lxwcsjwlkq1220	,67,20944,268,0,评论
7032621004,说唱Beat | 伤感,Kaysarofficial,1763508263,介绍：	说唱Beat每周更新喜欢可以收藏！	,183,779,9,0,评论
6672850368,全国高校cypher持续更新,原来女孩子可以主动,131988580,介绍：	收集全国高校优秀cypher 如果你喜欢的话请关注一下	,182,10712,243,4,5
6746130018,FreeBeat/顶级免费说唱伴奏/RapBeat,说唱少女101,3372680209,介绍：	Free Beat 高质量那种	,60,29470,531,2,5
5454779318,乃万！我是孙子你是爷,我是一瓶百无聊赖,1459874781,介绍：	这歌单没想到成了我第一个火的歌单了，谢谢各位同样喜欢91的小伙伴们收藏这个歌单。91的歌在很多时候给予了我力量，推动着我怀着一颗热爱的心继续生活，也与我有许多共鸣。大家喜欢91我们就是朋友！！	,33,52334,114,0,2
4911925577,韩语｜说唱与女声的奇妙反应,取手治,1823052167,介绍：	硬气的男声说唱 温柔的抒情女声	当男声说唱遇见女声时	往往会产生奇妙的反应	悦耳动听而又韵致绵长		封面：西出口	,34,185659,2015,25,5
5464156580,-嘻哈风格 | 乘风破浪 万物皆可说唱.,-梦屿星球,1388612194,介绍：	“其实在听着嘻哈音乐的时候 仔细感受下歌词 就会发现原来嘻哈歌词也是一种文案 它直接 不罗嗦 但句句令人回味”	,61,6920,1227,0,评论
4904842320,[姜云升]你已经是成熟皮卡 要学会自己发歌,温柔么心碎换的,2138621873,介绍：	以下来自姜云升微博原文	三天门下-姜云升	2017-12-14 20:50	6年以前昆明圈子集体排斥我，我说我要自己创造一个圈子。	2年以前，我带着我的团队和你一起破了云南票房纪录，	顺手包了那一年后昆明所有的冠军...	,139,371438,8858,102,85
5176370448,iwbabe 」,AdrianEpist_,302246608,介绍：	r&b pop trap melodic.	,559,73582,1195,34,5
6656572093,FREE BEAT小众伴奏,Chillboigotit,532631661,介绍：	别再用烂大街的伴奏了，小众伴奏优质的也很多	,54,1925285,3271,580,28
5276986429,走心说唱伴奏【Rap beat】,欲望始终难抵你,2135907891,介绍：	多么想破罐子破摔，每一天都想	,72,186163,1386,1017,评论
6894926929,网恋教父Rich Brian,Wa1tVvy9,280517349,介绍：	网恋教父七哥，甜甜的鸭！！	瘦骨如柴，行为古怪，他把现实中的残酷、痛苦转化成正能量。5 年前，年仅 16 岁的他和一个黑妹网恋，在菲董老司机的挑逗下，七哥在谈及这段网恋经历时十分羞涩且纯情，分手之后...	,81,44590,756,4,18
6840544635,做最狠的rapper说最甜的话,苏方一杰,335703712,介绍：	rapper们那心直口快的性格导致了他们的情话也总是让人感觉到那么真实，也许少了一些奢华的设计，但也足以让你感受到最深层次的感动。	,59,1273324,13363,3001,30
5328254815,//甜度超标//情话Rap；情歌说唱,哥德巴猜巴赫,1754872703,介绍：	情话Rap	击穿你的少女心	来评论区留一句喜欢的情话吧	欢迎投稿！（包括歌单封面哦）	,223,1162624,3828,135,39
5339779763,《说唱新世代》学员精选作品集,偷偷的叹了口气,1590851653,介绍：	《说唱新世代》是哔哩哔哩出品的说唱音乐类节目，节目将汇聚来自全国各地的rapper，齐聚“说唱基地”。他们将通过层层公演考核，以音乐创作和竞演表现，决出代表新世代发声的“世代表达者”。 该节目由黄子...	,100,975847,12169,106,104
5463158947,"你能容纳世界 却容不下我”,C9_Offical,308688094,介绍：	"你能容纳世界 却容不下我”	,52,1485340,6912,11167,329
6654532835,[打游戏听说唱] 说唱律动是你最佳游戏伴侣,云音乐官方歌单,1463586082,介绍：	说唱律动 Feat.超燃游戏	,30,3753697,28360,184,46
7028713593,旋律说唱｜温柔甜到循环,DOGGYE-,536199420,介绍：	我把城堡垒得很高，唯独给你留了花路，忠诚和热烈	,22,126124,2124,115,1
6773415098,【E】脏标精选,小雨昏昏,1663715581,介绍：	不是脏标才喜欢，是喜欢且脏标	,263,9024,214,4,8
6876775213,【旋律说唱】最怕rapper唱情歌,zzconpro,3290028662,介绍：	此歌单收录中文说唱优质情歌，甜，甜， 甜。	,20,3241,140,0,1
=825437601,国风说唱，侠气肆起,LEAFx98,119958421,介绍：	持	剑	抖	腿	,369,1703497,32681,286,149
6623298175,Rap｜带入感太强已经开始拽了,绉州,1739759477,介绍：	再™emo一枪蹦了你	,148,2511310,36270,438,174
5237416818,中国新生代 | 那些崛起的说唱后浪们,薛定谔的缝纫机,68014748,介绍：	随着《中国新说唱》等说唱节目陆续的上映，今年嘻哈一词在国内迅速蹿火，席卷了大街小巷。嘻哈已是当今的超级热度，说唱、街舞等充满着街头文化的嘻哈话题在人群中火速传开，从一开始的“Freestyle”“Skr...	,98,1041132,10637,164,102
5187131651,HIPHOPZ0000,HIPHOPZ0000,358162656,介绍：	南韩黑泡/中文说唱，纯个人向，持续更新。	,287,44497,1048,10,2
6771040979,姜云升（已排序）,秒羞,269792908,介绍：	车车们我的歌单挺全的都是姜哥原声	后面有重复的歌就排在末尾，排在前的都是姜哥的未发歌废歌	下面是整理的一部分姜云升语录.	“我叫姜云升，该知道的都知道，不知道的慢慢了解.”	“尊重我的想法和决定，...	,132,8827,275,7,1
2394125021,请随机播放，切歌算你赢,codeacme17,335823191,介绍：	支持歌单合作.	,706,12963239,216880,3349,2422
6701288519,HARIKIRI “Bad Promises” Tour Vibes,HARIKIRI-dre,83956391,介绍：	收藏歌单，提前热身，加入HARIKIRI Bad Promises Tour 现场大合唱！	,49,10145,123,1,6
6860422178,伤感/Emo说唱/Sad,KIND_CL,354868458,介绍：	什么叫快乐?就是掩饰自己的悲伤对每个人微笑。		SAD: 	悲哀的;难过的;让人无法接受的;该受责备(或批评)的		EMO：全称Emotional Hardcore，中文名称情绪硬核。最初是从Hardcore Punk中派生出来的一种有着艺...	,138,2327053,11471,1369,60
3111915854,Juice WRLD 9 9 9,juciewrId999,119885357,介绍：	Rest In Peace 999	,640,429608,1392,146,20
7062374713,说唱|甜甜的恋爱正在向你奔赴,芒果是狗狗,1405837572,介绍：	甜甜的恋爱正在向你奔赴	,79,123554,43,107,2
6633127646,华语Rap | 为了理想，就是不断的战斗,少女的喜欢_,3277385997,介绍：	怀抱梦想的人，似乎非得经历一段被孤立的时光不可。虽然会寂寞，会有诸多不便，但绝不能向世间的低俗低头。	,45,817927,909,18,4
6611191229,想和你漫步在太空~,Zxy在向下扎根,443546368,介绍：	TPKC的马铭，用他独特的嗓音，与极具态度的旋律带给你不一样的太空之旅	,43,131030,6554,2758,评论
6711253585,说唱｜百花齐放的国人文化,二十五区时,3879723491,介绍：	hiphop渐渐由地下转为地上	在这个百花齐放的说唱时代里	让我们聆听他们的声音和思想	,107,1630338,415,105,评论
2997419103,阴阳怪气/上海ZOO,屑狮子,1412607654,介绍：	阴阳怪气男团(欢天喜地好哥们)创始人为四川郫县第一大帅比怪异君，成员分别为某幻君；老番茄；中国BOY超级大猩猩；花少北丶；LexBurner。目前该男团发出了两首歌《头号玩家》（无音源）《Summer Boy》	（注...	,40,905144,28733,103,262
7134240765,厂牌精选|Day break(破晓),Sept-7,480115753,介绍：	本歌单收纳了Daybreak厂牌成立之后所有成员的单曲以及合作单曲，本歌单作品实时更新，建议收藏。	,19,67,4,1,评论
6724237767,Emotional Rap：慢情绪节奏艺术,G-DDRRAAGGOONN,453482654,介绍：	emo的中文译名就是情绪硬核或情绪化硬核，最早是源自于摇滚的一种风格，相较于主流摇滚的大开大合，emo在风格和音乐严谨性上有着更为出色的表现。而emo放到了rap当中就变成了一种情绪化的说唱，也就是现在...	,18,41927,326,5,评论
2991267069,别见 别想 别喜欢,TWENTY-Y,126913104,介绍：	你坠入星河却不知苍苍人间再难遇我	,185,750211,10999,796,447
